ID,Timestamp,Days,Hours,Minutes,RawData
C1,5701,0,1,35,###C1#T0#S2_3.94#T1#S3_36.5#T2#S1_80.28_A11#T3#S1_21.14_A11#T4#S1_23.52_A11#T5#S1_24.61_A11#T6#S1_24.45_A11#E#
C1,6001,0,1,40,###C1#T0#S2_3.94#T1#S3_36.3#T2#S1_67.44_A11#T3#S1_20.14_A11#T4#S1_22.34_A11#T5#S1_23.00_A11#T6#S1_23.28_A11#E#
C1,6301,0,1,45,###C1#T0#S2_3.94#T1#S3_36.3#T2#S1_66.00_A11#T3#S1_56.53_A11#T4#S1_21.73_A11#T5#S1_22.21_A11#T6#S1_22.04_A11#E#
C1,6601,0,1,50,###C1#T0#S2_3.94#T1#S3_36.3#T2#S1_66.74_A11#T3#S1_58.28_A11#T4#S1_19.55_A11#T5#S1_19.70_A11#T6#S1_19.59_A11#E#
C1,6901,0,1,55,###C1#T0#S2_3.94#T1#S3_36.3#T2#S1_59.15_A11#T3#S1_51.34_A11#T4#S1_33.92_A11#T5#S1_17.40_A11#T6#S1_17.39_A11#E#
C1,7201,0,2,0,###C1#T0#S2_3.94#T1#S3_36.0#T2#S1_58.27_A11#T3#S1_50.64_A11#T4#S1_48.96_A11#T5#S1_16.07_A11#T6#S1_15.83_A11#E#
C1,7501,0,2,5,###C1#T0#S2_3.94#T1#S3_35.8#T2#S1_59.67_A11#T3#S1_52.72_A11#T4#S1_55.52_A11#T5#S1_56.55_A11#T6#S1_64.45_A11#E#
C1,7801,0,2,10,###C1#T0#S2_3.94#T1#S3_35.8#T2#S1_51.23_A11#T3#S1_44.99_A11#T4#S1_47.49_A11#T5#S1_48.24_A11#T6#S1_55.08_A11#E#
C1,8101,0,2,15,###C1#T0#S2_3.94#T1#S3_35.5#T2#S1_44.64_A11#T3#S1_38.35_A11#T4#S1_40.76_A11#T5#S1_41.36_A11#T6#S1_47.15_A11#E#
C1,8401,0,2,20,###C1#T0#S2_3.94#T1#S3_35.3#T2#S1_40.19_A11#T3#S1_33.63_A11#T4#S1_35.69_A11#T5#S1_36.13_A11#T6#S1_41.17_A11#E#
C1,8701,0,2,25,###C1#T0#S2_3.94#T1#S3_34.8#T2#S1_29.69_A11#T3#S1_23.09_A11#T4#S1_24.88_A11#T5#S1_25.30_A11#T6#S1_28.02_A11#E#
C1,9001,0,2,30,###C1#T0#S2_3.94#T1#S3_34.0#T2#S1_42.12_A11#T3#S1_15.27_A11#T4#S1_16.76_A11#T5#S1_17.15_A11#T6#S1_17.93_A11#E#
C1,9301,0,2,35,###C1#T0#S2_3.94#T1#S3_33.3#T2#S1_42.67_A11#T3#S1_13.51_A11#T4#S1_14.78_A11#T5#S1_14.98_A11#T6#S1_14.84_A11#E#
C1,9601,0,2,40,###C1#T0#S2_3.94#T1#S3_32.8#T2#S1_36.83_A11#T3#S1_12.49_A11#T4#S1_13.75_A11#T5#S1_14.02_A11#T6#S1_13.82_A11#E#
C1,9901,0,2,45,###C1#T0#S2_3.94#T1#S3_31.8#T2#S1_15.89_A11#T3#S1_10.22_A11#T4#S1_11.17_A11#T5#S1_11.39_A11#T6#S1_11.14_A11#E#
C1,10201,0,2,50,###C1#T0#S2_3.94#T1#S3_30.8#T2#S1_12.98_A11#T3#S1_8.84_A11#T4#S1_9.68_A11#T5#S1_9.89_A11#T6#S1_9.80_A11#E#
C1,10501,0,2,55,###C1#T0#S2_3.94#T1#S3_30.3#T2#S1_13.56_A11#T3#S1_9.42_A11#T4#S1_10.29_A11#T5#S1_10.50_A11#T6#S1_10.41_A11#E#
C1,10801,0,3,0,###C1#T0#S2_3.94#T1#S3_29.5#T2#S1_12.68_A11#T3#S1_8.82_A11#T4#S1_9.59_A11#T5#S1_9.76_A11#T6#S1_9.60_A11#E#
C1,11101,0,3,5,###C1#T0#S2_3.94#T1#S3_29.3#T2#S1_10.89_A11#T3#S1_8.01_A11#T4#S1_8.70_A11#T5#S1_8.79_A11#T6#S1_8.56_A11#E#
C1,11401,0,3,10,###C1#T0#S2_3.94#T1#S3_29.0#T2#S1_9.45_A11#T3#S1_7.02_A11#T4#S1_7.63_A11#T5#S1_7.72_A11#T6#S1_7.49_A11#E#
C1,11701,0,3,15,###C1#T0#S2_3.94#T1#S3_28.5#T2#S1_8.40_A11#T3#S1_6.29_A11#T4#S1_6.86_A11#T5#S1_6.92_A11#T6#S1_6.71_A11#E#
C1,12001,0,3,20,###C1#T0#S2_3.94#T1#S3_28.3#T2#S1_7.97_A11#T3#S1_5.97_A11#T4#S1_6.51_A11#T5#S1_6.56_A11#T6#S1_6.40_A11#E#
C1,12301,0,3,25,###C1#T0#S2_3.94#T1#S3_28.0#T2#S1_7.82_A11#T3#S1_5.80_A11#T4#S1_6.30_A11#T5#S1_6.35_A11#T6#S1_6.23_A11#E#
C1,12601,0,3,30,###C1#T0#S2_3.94#T1#S3_27.8#T2#S1_7.38_A11#T3#S1_5.47_A11#T4#S1_5.96_A11#T5#S1_6.01_A11#T6#S1_5.92_A11#E#
C1,12901,0,3,35,###C1#T0#S2_3.94#T1#S3_27.8#T2#S1_6.71_A11#T3#S1_5.00_A11#T4#S1_5.44_A11#T5#S1_5.49_A11#T6#S1_5.40_A11#E#
C1,13201,0,3,40,###C1#T0#S2_3.94#T1#S3_27.5#T2#S1_5.90_A11#T3#S1_4.52_A11#T4#S1_4.91_A11#T5#S1_4.96_A11#T6#S1_4.85_A11#E#
C1,13501,0,3,45,###C1#T0#S2_3.94#T1#S3_27.3#T2#S1_4.94_A11#T3#S1_3.83_A11#T4#S1_4.15_A11#T5#S1_4.17_A11#T6#S1_4.06_A11#E#
C1,13801,0,3,50,###C1#T0#S2_3.94#T1#S3_27.3#T2#S1_4.08_A11#T3#S1_3.14_A11#T4#S1_3.40_A11#T5#S1_3.42_A11#T6#S1_3.33_A11#E#
C1,14101,0,3,55,###C1#T0#S2_3.94#T1#S3_27.0#T2#S1_3.21_A11#T3#S1_2.47_A11#T4#S1_2.67_A11#T5#S1_2.68_A11#T6#S1_2.62_A11#E#
C1,14401,0,4,0,###C1#T0#S2_3.94#T1#S3_26.8#T2#S1_2.42_A11#T3#S1_1.87_A11#T4#S1_2.02_A11#T5#S1_2.03_A11#T6#S1_1.98_A11#E#
C1,14701,0,4,5,###C1#T0#S2_3.94#T1#S3_26.5#T2#S1_1.73_A11#T3#S1_1.34_A11#T4#S1_1.45_A11#T5#S1_1.45_A11#T6#S1_1.42_A11#E#
C1,15001,0,4,10,###C1#T0#S2_3.94#T1#S3_26.3#T2#S1_1.16_A11#T3#S1_0.89_A11#T4#S1_0.97_A11#T5#S1_0.97_A11#T6#S1_0.95_A11#E#
C1,15301,0,4,15,###C1#T0#S2_3.94#T1#S3_26.0#T2#S1_0.68_A11#T3#S1_0.52_A11#T4#S1_0.56_A11#T5#S1_0.56_A11#T6#S1_0.55_A11#E#
C1,15601,0,4,20,###C1#T0#S2_3.94#T1#S3_25.8#T2#S1_0.35_A11#T3#S1_0.28_A11#T4#S1_0.30_A11#T5#S1_0.30_A11#T6#S1_0.30_A11#E#
C1,15901,0,4,25,###C1#T0#S2_3.94#T1#S3_25.8#T2#S1_0.18_A11#T3#S1_0.15_A11#T4#S1_0.16_A11#T5#S1_0.16_A11#T6#S1_0.16_A11#E#
C1,16201,0,4,30,###C1#T0#S2_3.94#T1#S3_25.5#T2#S1_0.09_A11#T3#S1_0.07_A11#T4#S1_0.08_A11#T5#S1_0.08_A11#T6#S1_0.08_A11#E#
C1,16501,0,4,35,###C1#T0#S2_3.94#T1#S3_25.5#T2#S1_0.04_A11#T3#S1_0.04_A11#T4#S1_0.04_A11#T5#S1_0.04_A11#T6#S1_0.04_A11#E#
C1,16801,0,4,40,###C1#T0#S2_3.94#T1#S3_25.3#T2#S1_0.02_A11#T3#S1_0.02_A11#T4#S1_0.02_A11#T5#S1_0.02_A11#T6#S1_0.02_A11#E#
C1,17101,0,4,45,###C1#T0#S2_3.94#T1#S3_25.3#T2#S1_0.01_A11#T3#S1_0.01_A11#T4#S1_0.01_A11#T5#S1_0.01_A11#T6#S1_0.01_A11#E#
C1,17401,0,4,50,###C1#T0#S2_3.94#T1#S3_25.3#T2#S1_0.00_A11#T3#S1_0.01_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,17701,0,4,55,###C1#T0#S2_3.94#T1#S3_25.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.01_A11#T5#S1_0.01_A11#T6#S1_0.00_A11#E#
C1,18001,0,5,0,###C1#T0#S2_3.94#T1#S3_25.0#T2#S1_0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,18301,0,5,5,###C1#T0#S2_3.94#T1#S3_24.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,18601,0,5,10,###C1#T0#S2_3.94#T1#S3_24.8#T2#S1_0.00_A11#T3#S1_0.01_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,18901,0,5,15,###C1#T0#S2_3.94#T1#S3_24.8#T2#S1_0.00_A11#T3#S1_0.01_A11#T4#S1_0.00_A11#T5#S1_0.01_A11#T6#S1_0.00_A11#E#
C1,19201,0,5,20,###C1#T0#S2_3.94#T1#S3_24.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,19501,0,5,25,###C1#T0#S2_3.94#T1#S3_24.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,19801,0,5,30,###C1#T0#S2_3.94#T1#S3_24.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,20101,0,5,35,###C1#T0#S2_3.94#T1#S3_24.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,20401,0,5,40,###C1#T0#S2_3.94#T1#S3_24.5#T2#S1_0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,20701,0,5,45,###C1#T0#S2_3.94#T1#S3_24.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,21001,0,5,50,###C1#T0#S2_3.94#T1#S3_24.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,21301,0,5,55,###C1#T0#S2_3.94#T1#S3_24.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,21601,0,6,0,###C1#T0#S2_3.94#T1#S3_24.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,21901,0,6,5,###C1#T0#S2_3.94#T1#S3_24.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,22201,0,6,10,###C1#T0#S2_3.94#T1#S3_24.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,22501,0,6,15,###C1#T0#S2_3.94#T1#S3_24.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,22801,0,6,20,###C1#T0#S2_3.94#T1#S3_24.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,23101,0,6,25,###C1#T0#S2_3.94#T1#S3_24.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,23401,0,6,30,###C1#T0#S2_3.94#T1#S3_23.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.01_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,23701,0,6,35,###C1#T0#S2_3.94#T1#S3_23.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,24001,0,6,40,###C1#T0#S2_3.94#T1#S3_23.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,24301,0,6,45,###C1#T0#S2_3.94#T1#S3_23.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_-0.00_A11#T6#S1_0.00_A11#E#
C1,24601,0,6,50,###C1#T0#S2_3.94#T1#S3_23.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,24901,0,6,55,###C1#T0#S2_3.94#T1#S3_23.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,25201,0,7,0,###C1#T0#S2_3.94#T1#S3_23.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,25501,0,7,5,###C1#T0#S2_3.94#T1#S3_23.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,25801,0,7,10,###C1#T0#S2_3.94#T1#S3_23.0#T2#S1_0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,26101,0,7,15,###C1#T0#S2_3.94#T1#S3_23.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,26401,0,7,20,###C1#T0#S2_3.94#T1#S3_22.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,26701,0,7,25,###C1#T0#S2_3.94#T1#S3_22.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,27001,0,7,30,###C1#T0#S2_3.94#T1#S3_22.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.01_A11#T5#S1_0.01_A11#T6#S1_0.00_A11#E#
C1,27301,0,7,35,###C1#T0#S2_3.94#T1#S3_22.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_-0.00_A11#T6#S1_0.00_A11#E#
C1,27601,0,7,40,###C1#T0#S2_3.94#T1#S3_22.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_-0.00_A11#E#
C1,27901,0,7,45,###C1#T0#S2_3.94#T1#S3_22.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,28201,0,7,50,###C1#T0#S2_3.94#T1#S3_21.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,28501,0,7,55,###C1#T0#S2_3.94#T1#S3_21.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,28801,0,8,0,###C1#T0#S2_3.94#T1#S3_21.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.01_A11#T6#S1_0.00_A11#E#
C1,29101,0,8,5,###C1#T0#S2_3.94#T1#S3_21.0#T2#S1_0.00_A11#T3#S1_0.01_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,29401,0,8,10,###C1#T0#S2_3.94#T1#S3_21.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,29701,0,8,15,###C1#T0#S2_3.94#T1#S3_20.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,30001,0,8,20,###C1#T0#S2_3.94#T1#S3_20.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,30301,0,8,25,###C1#T0#S2_3.94#T1#S3_20.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.01_A11#T6#S1_0.00_A11#E#
C1,30601,0,8,30,###C1#T0#S2_3.94#T1#S3_20.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,30901,0,8,35,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_-0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,31201,0,8,40,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,31501,0,8,45,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,31801,0,8,50,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,32101,0,8,55,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,32401,0,9,0,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,32701,0,9,5,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,33001,0,9,10,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,33301,0,9,15,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,33601,0,9,20,###C1#T0#S2_3.94#T1#S3_20.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,33901,0,9,25,###C1#T0#S2_3.94#T1#S3_20.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,34201,0,9,30,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,34501,0,9,35,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,34801,0,9,40,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,35101,0,9,45,###C1#T0#S2_3.94#T1#S3_20.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,35401,0,9,50,###C1#T0#S2_3.94#T1#S3_19.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,35701,0,9,55,###C1#T0#S2_3.94#T1#S3_19.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,36001,0,10,0,###C1#T0#S2_3.94#T1#S3_19.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_-0.00_A11#E#
C1,36301,0,10,5,###C1#T0#S2_3.94#T1#S3_19.5#T2#S1_0.00_A11#T3#S1_-0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,36601,0,10,10,###C1#T0#S2_3.94#T1#S3_19.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,36901,0,10,15,###C1#T0#S2_3.94#T1#S3_19.3#T2#S1_0.00_A11#T3#S1_0.01_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,37201,0,10,20,###C1#T0#S2_3.94#T1#S3_19.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,37501,0,10,25,###C1#T0#S2_3.94#T1#S3_19.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,37801,0,10,30,###C1#T0#S2_3.94#T1#S3_18.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_-0.00_A11#E#
C1,38101,0,10,35,###C1#T0#S2_3.94#T1#S3_18.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,38401,0,10,40,###C1#T0#S2_3.94#T1#S3_18.5#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,38701,0,10,45,###C1#T0#S2_3.94#T1#S3_18.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,39001,0,10,50,###C1#T0#S2_3.94#T1#S3_18.3#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,39301,0,10,55,###C1#T0#S2_3.94#T1#S3_18.0#T2#S1_0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,39601,0,11,0,###C1#T0#S2_3.94#T1#S3_18.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,39901,0,11,5,###C1#T0#S2_3.94#T1#S3_17.8#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
